"index","Genus","SpecificEpithet","InfraspecificRank","InfraspecificName","Authority","InfraspecificAuthority","AuthorityCorrected","Cultivar","OriginalName","TaxonNameAuthorCV","TaxonNameAuthor","TaxonNameCV","TaxonName","Code_No","Num","Family","EndangeredSpecies","RarePlants","ExoticPlants","KoreanEndemicPlants","ClimateSensitiveBiologicalIndicatorSpecies","KoreanRedListOfThreatenedSpecies","BiologicalResourcesSubjectToTheApprovalOfOutboundTransfer","FloristicTargetSpecies","PlantsAdaptableToClimateChange","Native_NABI","Cultivated_NABI","Naturalized_NABI"
80,"Mahonia","fortunei","","","(Lindl.) Fedde","","(Lindl.) Fedde","","Mahonia fortunei (Lindl.) Fedde","Mahonia fortunei (Lindl.) Fedde","Mahonia fortunei (Lindl.) Fedde","Mahonia fortunei","Mahonia fortunei",11195,542,"Berberidaceae","","","","","","","","","","",1,""
81,"Mahonia","japonica","","","(Thunb.) DC.","","(Thunb.) DC.","","Mahonia japonica (Thunb.) DC.","Mahonia japonica (Thunb.) DC.","Mahonia japonica (Thunb.) DC.","Mahonia japonica","Mahonia japonica",11196,543,"Berberidaceae","","","IAP (CAP)","","","","","","","",1,"1"
82,"Mahonia","lomariifolia","","","Takeda","","Takeda","","Mahonia lomariifolia Takeda","Mahonia lomariifolia Takeda","Mahonia lomariifolia Takeda","Mahonia lomariifolia","Mahonia lomariifolia",11198,544,"Berberidaceae","","","","","","","","","","",1,""
83,"Nandina","domestica","","","Thunb.","","Thunb.","","Nandina domestica Thunb.","Nandina domestica Thunb.","Nandina domestica Thunb.","Nandina domestica","Nandina domestica",11666,545,"Berberidaceae","","","","","","","","","","",1,""
84,"Dicentra","spectabilis","","","(L.) Lem.","","(L.) Lem.","","Dicentra spectabilis (L.) Lem.","Dicentra spectabilis (L.) Lem.","Dicentra spectabilis (L.) Lem.","Dicentra spectabilis","Dicentra spectabilis",5692,594,"Papaveraceae","","","","","","","1","Ⅲ","","1",1,""
85,"Eschscholzia","californica","","","Cham.","","Cham.","","Eschscholzia californica Cham.","Eschscholzia californica Cham.","Eschscholzia californica Cham.","Eschscholzia californica","Eschscholzia californica",6570,595,"Papaveraceae","","","IAP (CAP)","","","","","","","",1,"1"
86,"Papaver","hybridum","","","L.","","L.","","Papaver hybridum L.","Papaver hybridum L.","Papaver hybridum L.","Papaver hybridum","Papaver hybridum",12266,601,"Papaveraceae","","","PIP (UN)","","","","","","","",1,"1"
87,"Papaver","nudicaule","","","L.","","L.","","Papaver nudicaule L.","Papaver nudicaule L.","Papaver nudicaule L.","Papaver nudicaule","Papaver nudicaule",12269,602,"Papaveraceae","","","","","","","","","","",1,""
88,"Papaver","setigerum","","","DC.","","DC.","","Papaver setigerum DC.","Papaver setigerum DC.","Papaver setigerum DC.","Papaver setigerum","Papaver setigerum",12293,607,"Papaveraceae","","","PIP (UN)","","","","","","","",1,"1"
89,"Papaver","somniferum","","","L.","","L.","","Papaver somniferum L.","Papaver somniferum L.","Papaver somniferum L.","Papaver somniferum","Papaver somniferum",12294,608,"Papaveraceae","","","","","","","","","","",1,""
90,"Anemone","hupehensis","","","(Lemoine) Lemoine","","(Lemoine) Lemoine","","Anemone hupehensis (Lemoine) Lemoine","Anemone hupehensis (Lemoine) Lemoine","Anemone hupehensis (Lemoine) Lemoine","Anemone hupehensis","Anemone hupehensis",1163,647,"Ranunculaceae","","","","","","","","","","",1,""
91,"Anemone","hupehensis","var.","japonica","(Lemoine) Lemoine","(Thunb.) Bowles & Stearn","(Thunb.) Bowles & Stearn","","Anemone hupehensis (Lemoine) Lemoine var. japonica (Thunb.) Bowles & Stearn","Anemone hupehensis var. japonica (Thunb.) Bowles & Stearn","Anemone hupehensis var. japonica (Thunb.) Bowles & Stearn","Anemone hupehensis var. japonica","Anemone hupehensis var. japonica",1166,648,"Ranunculaceae","","","","","","","","","","",1,""
92,"Aquilegia","buergeriana","var.","oxysepala","Siebold & Zucc.","(Trautv. & C.A.Mey.) Kitam.","(Trautv. & C.A.Mey.) Kitam.","","Aquilegia buergeriana Siebold & Zucc. var. oxysepala (Trautv. & C. A. Mey.) Kitam.","Aquilegia buergeriana var. oxysepala (Trautv. & C.A.Mey.) Kitam.","Aquilegia buergeriana var. oxysepala (Trautv. & C.A.Mey.) Kitam.","Aquilegia buergeriana var. oxysepala","Aquilegia buergeriana var. oxysepala",1310,660,"Ranunculaceae","","","","","","","1","Ⅲ","","1",1,""
93,"Aquilegia","flabellata","","","Siebold & Zucc.","","Siebold & Zucc.","","Aquilegia flabellata Siebold & Zucc.","Aquilegia flabellata Siebold & Zucc.","Aquilegia flabellata Siebold & Zucc.","Aquilegia flabellata","Aquilegia flabellata",1325,662,"Ranunculaceae","","","","","","","","","","1",1,""
94,"Caltha","palustris","","","L.","","L.","","Caltha palustris L.","Caltha palustris L.","Caltha palustris L.","Caltha palustris","Caltha palustris",2697,665,"Ranunculaceae","","","","","","","1","Ⅱ","","1",1,""
95,"Clematis","chiisanensis","var.","carunculosa","Nakai","Rehder","Rehder","","Clematis chiisanensis Nakai var. carunculosa Rehder","Clematis chiisanensis var. carunculosa Rehder","Clematis chiisanensis var. carunculosa Rehder","Clematis chiisanensis var. carunculosa","Clematis chiisanensis var. carunculosa",4313,678,"Ranunculaceae","","","","","","","","","","",1,""
96,"Clematis","florida","","","Thunb.","","Thunb.","","Clematis florida Thunb.","Clematis florida Thunb.","Clematis florida Thunb.","Clematis florida","Clematis florida",4328,680,"Ranunculaceae","","","","","","","","","","",1,""
97,"Delphinium","ajacis","","","L.","","L.","","Delphinium ajacis L.","Delphinium ajacis L.","Delphinium ajacis L.","Delphinium ajacis","Delphinium ajacis",5420,708,"Ranunculaceae","","","PIP (UN)","","","","","","","",1,""
98,"Delphinium","ornatum","","","C.D.Bouché","","C.D.Bouché","","Delphinium ornatum C. D. Bouché","Delphinium ornatum C.D.Bouché","Delphinium ornatum C.D.Bouché","Delphinium ornatum","Delphinium ornatum",5443,714,"Ranunculaceae","","","","","","","","","","",1,"1"
99,"Pulsatilla","chinensis","","","(Bunge) Regel","","(Bunge) Regel","","Pulsatilla chinensis (Bunge) Regel","Pulsatilla chinensis (Bunge) Regel","Pulsatilla chinensis (Bunge) Regel","Pulsatilla chinensis","Pulsatilla chinensis",14067,729,"Ranunculaceae","","","","","","","","","","",1,""
100,"Pulsatilla","tongkangensis","","","Y.N.Lee & T.C.Lee","","Y.N.Lee & T.C.Lee","","Pulsatilla tongkangensis Y. N. Lee & T. C. Lee","Pulsatilla tongkangensis Y.N.Lee & T.C.Lee","Pulsatilla tongkangensis Y.N.Lee & T.C.Lee","Pulsatilla tongkangensis","Pulsatilla tongkangensis",14088,732,"Ranunculaceae","","EN","","1","","VU","1","Ⅴ","","1",1,""
101,"Pulsatilla","tongkangensis","f.","alba","Y.N.Lee & T.C.Lee","Y.N.Lee","Y.N.Lee","","Pulsatilla tongkangensis Y. N. Lee & T. C. Lee forma alba Y. N. Lee","Pulsatilla tongkangensis f. alba Y.N.Lee","Pulsatilla tongkangensis f. alba Y.N.Lee","Pulsatilla tongkangensis f. alba","Pulsatilla tongkangensis f. alba",14089,733,"Ranunculaceae","","","","","","","","","","1",1,""
102,"Pulsatilla","tongkangensis","f.","disepala","Y.N.Lee & T.C.Lee","Y.N.Lee","Y.N.Lee","","Pulsatilla tongkangensis Y. N. Lee & T. C. Lee forma disepala Y. N. Lee","Pulsatilla tongkangensis f. disepala Y.N.Lee","Pulsatilla tongkangensis f. disepala Y.N.Lee","Pulsatilla tongkangensis f. disepala","Pulsatilla tongkangensis f. disepala",14090,734,"Ranunculaceae","","","","","","","","","","1",1,""
103,"Pulsatilla","tongkangensis","f.","longisepala","Y.N.Lee & T.C.Lee","Y.N.Lee","Y.N.Lee","","Pulsatilla tongkangensis Y. N. Lee & T. C. Lee forma longisepala Y. N. Lee","Pulsatilla tongkangensis f. longisepala Y.N.Lee","Pulsatilla tongkangensis f. longisepala Y.N.Lee","Pulsatilla tongkangensis f. longisepala","Pulsatilla tongkangensis f. longisepala",14091,735,"Ranunculaceae","","","","","","","","","","1",1,""
104,"Pulsatilla","tongkangensis","f.","rosa","Y.N.Lee & T.C.Lee","Y.N.Lee","Y.N.Lee","","Pulsatilla tongkangensis Y. N. Lee & T. C. Lee forma rosa Y. N. Lee","Pulsatilla tongkangensis f. rosa Y.N.Lee","Pulsatilla tongkangensis f. rosa Y.N.Lee","Pulsatilla tongkangensis f. rosa","Pulsatilla tongkangensis f. rosa",14092,736,"Ranunculaceae","","","","","","","","","","1",1,""
105,"Ranunculus","arvensis","","","L.","","L.","","Ranunculus arvensis L.","Ranunculus arvensis L.","Ranunculus arvensis L.","Ranunculus arvensis","Ranunculus arvensis",14276,740,"Ranunculaceae","","","PIP (UN)","","","","","","","",1,"1"
106,"Nelumbo","nucifera","","","Gaertn.","","Gaertn.","","Nelumbo nucifera Gaertn.","Nelumbo nucifera Gaertn.","Nelumbo nucifera Gaertn.","Nelumbo nucifera","Nelumbo nucifera",11720,784,"Nelumbonaceae","","","PIP (CAP)","","","","1","","","",1,""
107,"Platanus","occidentalis","","","L.","","L.","","Platanus occidentalis L.","Platanus occidentalis L.","Platanus occidentalis L.","Platanus occidentalis","Platanus occidentalis",13207,785,"Platanaceae","","","PIP (CAP)","","","","","","","",1,""
108,"Platanus","orientalis","","","L.","","L.","","Platanus orientalis L.","Platanus orientalis L.","Platanus orientalis L.","Platanus orientalis","Platanus orientalis",13210,786,"Platanaceae","","","","","","","","","","",1,""
109,"Platanus","× hispanica","","","Mill. ex Münchh.","","Mill. ex Münchh.","","Platanus × hispanica Mill. Ex Münchh.","Platanus × hispanica Mill. ex Münchh.","Platanus × hispanica Mill. ex Münchh.","Platanus × hispanica","Platanus × hispanica",13205,787,"Platanaceae","","","","","","","","","","",1,""
110,"Buxus","koreana","","","(Nakai ex Rehder) T.H.Chung, P.S.Toh, D.B.Lee & F.J.Lee","","(Nakai ex Rehder) T.H.Chung, P.S.Toh, D.B.Lee & F.J.Lee","","Buxus koreana (Nakai ex Rehder) T. H. Chung, P. S. Toh, D. B. Lee & F. J. Lee","Buxus koreana (Nakai ex Rehder) T.H.Chung, P.S.Toh, D.B.Lee & F.J.Lee","Buxus koreana (Nakai ex Rehder) T.H.Chung, P.S.Toh, D.B.Lee & F.J.Lee","Buxus koreana","Buxus koreana",2524,790,"Buxaceae","","","","","","","1","Ⅰ","","1",1,""
111,"Buxus","microphylla","","","Siebold & Zucc.","","Siebold & Zucc.","","Buxus microphylla Siebold & Zucc.","Buxus microphylla Siebold & Zucc.","Buxus microphylla Siebold & Zucc.","Buxus microphylla","Buxus microphylla",2535,793,"Buxaceae","","","","","","","","","","",1,""
112,"Buxus","sempervirens","","","L.","","L.","","Buxus sempervirens L.","Buxus sempervirens L.","Buxus sempervirens L.","Buxus sempervirens","Buxus sempervirens",2543,794,"Buxaceae","","","","","","","","","","",1,""
113,"Pachysandra","terminalis","","","Siebold & Zucc.","","Siebold & Zucc.","","Pachysandra terminalis Siebold & Zucc.","Pachysandra terminalis Siebold & Zucc.","Pachysandra terminalis Siebold & Zucc.","Pachysandra terminalis","Pachysandra terminalis",12177,795,"Buxaceae","","","","","","","","","","",1,""
114,"Liquidambar","formosana","","","Hance","","Hance","","Liquidambar formosana Hance","Liquidambar formosana Hance","Liquidambar formosana Hance","Liquidambar formosana","Liquidambar formosana",10562,796,"Altingiaceae","","","","","","","","","","",1,""
115,"Liquidambar","styraciflua","","","L.","","L.","","Liquidambar styraciflua L.","Liquidambar styraciflua L.","Liquidambar styraciflua L.","Liquidambar styraciflua","Liquidambar styraciflua",10571,797,"Altingiaceae","","","","","","","","","","",1,""
116,"Cercidiphyllum","japonicum","","","Siebold & Zucc. ex J.J.Hoffm. & J.H.Schult. bis","","Siebold & Zucc. ex J.J.Hoffm. & J.H.Schult. bis","","Cercidiphyllum japonicum Siebold & Zucc. ex J. J. Hoffm. & J. H. Schult. bis","Cercidiphyllum japonicum Siebold & Zucc. ex J.J.Hoffm. & J.H.Schult. bis","Cercidiphyllum japonicum Siebold & Zucc. ex J.J.Hoffm. & J.H.Schult. bis","Cercidiphyllum japonicum","Cercidiphyllum japonicum",3874,798,"Cercidiphyllaceae","","","PIP (CAP)","","","","","","","",1,""
117,"Cercidiphyllum","japonicum","f.","pendulum","Siebold & Zucc. ex J.J.Hoffm. & J.H.Schult. bis","(Miyoshi ex Makino & Nemoto) Ohwi","(Miyoshi ex Makino & Nemoto) Ohwi","","Cercidiphyllum japonicum Siebold & Zucc. ex J. J. Hoffm. & J. H. Schult. bis forma pendulum (Miyoshi ex Makino & Nemoto) Ohwi","Cercidiphyllum japonicum f. pendulum (Miyoshi ex Makino & Nemoto) Ohwi","Cercidiphyllum japonicum f. pendulum (Miyoshi ex Makino & Nemoto) Ohwi","Cercidiphyllum japonicum f. pendulum","Cercidiphyllum japonicum f. pendulum",3869,799,"Cercidiphyllaceae","","","","","","","","","","",1,""
118,"Hylotelephium","ussuriense","","","(Kom.) H.Ohba","","(Kom.) H.Ohba","","Hylotelephium ussuriense (Kom.) H. Ohba","Hylotelephium ussuriense (Kom.) H.Ohba","Hylotelephium ussuriense (Kom.) H.Ohba","Hylotelephium ussuriense","Hylotelephium ussuriense",8847,804,"Crassulaceae","cancel","VU","","","","LC","1","Ⅴ","Northern","1",1,""
119,"Orostachys","japonica","","","(Maxim.) A.Berger","","(Maxim.) A.Berger","","Orostachys japonica (Maxim.) A. Berger","Orostachys japonica (Maxim.) A.Berger","Orostachys japonica (Maxim.) A.Berger","Orostachys japonica","Orostachys japonica",12048,813,"Crassulaceae","","","","","","","1","","","1",1,""
120,"Sedum","kamtschaticum","","","Fisch. & C.A.Mey.","","Fisch. & C.A.Mey.","","Sedum kamtschaticum Fisch. & C. A. Mey.","Sedum kamtschaticum Fisch. & C.A.Mey.","Sedum kamtschaticum Fisch. & C.A.Mey.","Sedum kamtschaticum","Sedum kamtschaticum",15716,836,"Crassulaceae","","","","","","","1","","","1",1,""
121,"Sedum","makinoi","","","Maxim.","","Maxim.","","Sedum makinoi Maxim.","Sedum makinoi Maxim.","Sedum makinoi Maxim.","Sedum makinoi","Sedum makinoi",15724,840,"Crassulaceae","","","PIP (CAP)","","","","","","","",1,""
122,"Sedum","sarmentosum","","","Bunge","","Bunge","","Sedum sarmentosum Bunge","Sedum sarmentosum Bunge","Sedum sarmentosum Bunge","Sedum sarmentosum","Sedum sarmentosum",15747,845,"Crassulaceae","","","","","","","1","","","1",1,""
123,"Ribes","grossularia","","","L.","","L.","","Ribes grossularia L.","Ribes grossularia L.","Ribes grossularia L.","Ribes grossularia","Ribes grossularia",14750,858,"Grossulariaceae","","","","","","","","","","",1,""
124,"Ribes","nigrum","","","L.","","L.","","Ribes nigrum L.","Ribes nigrum L.","Ribes nigrum L.","Ribes nigrum","Ribes nigrum",14764,866,"Grossulariaceae","","","","","","","","","","",1,""
125,"Ribes","sativum","","","(Rchb.) Syme","","(Rchb.) Syme","","Ribes sativum (Rchb.) Syme","Ribes sativum (Rchb.) Syme","Ribes sativum (Rchb.) Syme","Ribes sativum","Ribes sativum",14773,869,"Grossulariaceae","","","","","","","","","","",1,""
126,"Myriophyllum","aquaticum","","","(Vell.) Verdc.","","(Vell.) Verdc.","","Myriophyllum aquaticum (Vell.) Verdc.","Myriophyllum aquaticum (Vell.) Verdc.","Myriophyllum aquaticum (Vell.) Verdc.","Myriophyllum aquaticum","Myriophyllum aquaticum",11647,873,"Haloragaceae","","","PIP (CAP)","","","","","","","",1,"1"
127,"Corylopsis","glabrescens","var.","gotoana","Franch. & Sav.","(Makino) T.Yamanaka","(Makino) T.Yamanaka","","Corylopsis glabrescens Franch. & Sav. var. gotoana (Makino) T. Yamanaka","Corylopsis glabrescens var. gotoana (Makino) T.Yamanaka","Corylopsis glabrescens var. gotoana (Makino) T.Yamanaka","Corylopsis glabrescens var. gotoana","Corylopsis glabrescens var. gotoana",4815,878,"Hamamelidaceae","cancel","LC","","","","","1","Ⅳ","","1",1,""
128,"Corylopsis","sinensis","","","Hemsl.","","Hemsl.","","Corylopsis sinensis Hemsl.","Corylopsis sinensis Hemsl.","Corylopsis sinensis Hemsl.","Corylopsis sinensis","Corylopsis sinensis",4821,879,"Hamamelidaceae","","","","","","","","","","",1,""
129,"Corylopsis","spicata","","","Siebold & Zucc.","","Siebold & Zucc.","","Corylopsis spicata Siebold & Zucc.","Corylopsis spicata Siebold & Zucc.","Corylopsis spicata Siebold & Zucc.","Corylopsis spicata","Corylopsis spicata",4826,880,"Hamamelidaceae","","","","","","","","","","",1,""
130,"Hamamelis","japonica","","","Siebold & Zucc.","","Siebold & Zucc.","","Hamamelis japonica Siebold & Zucc.","Hamamelis japonica Siebold & Zucc.","Hamamelis japonica Siebold & Zucc.","Hamamelis japonica","Hamamelis japonica",7745,883,"Hamamelidaceae","","","","","","","","","","",1,""
131,"Paeonia","lactiflora","","","Pall.","","Pall.","","Paeonia lactiflora Pall.","Paeonia lactiflora Pall.","Paeonia lactiflora Pall.","Paeonia lactiflora","Paeonia lactiflora",12207,887,"Paeoniaceae","","","","","","","","","","",1,""
132,"Paeonia","lactiflora","f.","pilosella","Pall.","(Nakai) Kitag.","(Nakai) Kitag.","","Paeonia lactiflora Pall. forma pilosella (Nakai) Kitag.","Paeonia lactiflora f. pilosella (Nakai) Kitag.","Paeonia lactiflora f. pilosella (Nakai) Kitag.","Paeonia lactiflora f. pilosella","Paeonia lactiflora f. pilosella",12203,890,"Paeoniaceae","","","","","","","","","","",1,""
133,"Paeonia","suffruticosa","","","Andrews","","Andrews","","Paeonia suffruticosa Andrews","Paeonia suffruticosa Andrews","Paeonia suffruticosa Andrews","Paeonia suffruticosa","Paeonia suffruticosa",12231,892,"Paeoniaceae","","","","","","","","","","",1,""
134,"Bergenia","stracheyi","","","(Hook. f. & Thomson) Engl.","","(Hook. f. & Thomson) Engl.","","Bergenia stracheyi (Hook. f. & Thomson) Engl.","Bergenia stracheyi (Hook. f. & Thomson) Engl.","Bergenia stracheyi (Hook. f. & Thomson) Engl.","Bergenia stracheyi","Bergenia stracheyi",20218,902,"Saxifragaceae","","","PIP (CAP)","","","","","","","",1,""
135,"Mukdenia","rossii","","","(Oliv.) Koidz.","","(Oliv.) Koidz.","","Mukdenia rossii (Oliv.) Koidz.","Mukdenia rossii (Oliv.) Koidz.","Mukdenia rossii (Oliv.) Koidz.","Mukdenia rossii","Mukdenia rossii",11608,919,"Saxifragaceae","","","","","","","1","Ⅱ","Northern","1",1,""
136,"Saxifraga","stolonifera","","","Curtis","","Curtis","","Saxifraga stolonifera Curtis","Saxifraga stolonifera Curtis","Saxifraga stolonifera Curtis","Saxifraga stolonifera","Saxifraga stolonifera",15487,933,"Saxifragaceae","","","","","","","","","","",1,""
137,"Parthenocissus","henryana","","","Graebn. ex Diels","","Graebn. ex Diels","","Parthenocissus henryana Graebn. ex Diels","Parthenocissus henryana Graebn. ex Diels","Parthenocissus henryana Graebn. ex Diels","Parthenocissus henryana","Parthenocissus henryana",12348,941,"Vitaceae","","","","","","","","","","",1,""
138,"Parthenocissus","quinquefolia","","","(L.) Planch.","","(L.) Planch.","","Parthenocissus quinquefolia (L.) Planch.","Parthenocissus quinquefolia (L.) Planch.","Parthenocissus quinquefolia (L.) Planch.","Parthenocissus quinquefolia","Parthenocissus quinquefolia",12349,942,"Vitaceae","","","PIP (CAP)","","","","","","","",1,""
139,"Parthenocissus","tricuspidata","","","(Siebold & Zucc.) Planch.","","(Siebold & Zucc.) Planch.","","Parthenocissus tricuspidata (Siebold & Zucc.) Planch.","Parthenocissus tricuspidata (Siebold & Zucc.) Planch.","Parthenocissus tricuspidata (Siebold & Zucc.) Planch.","Parthenocissus tricuspidata","Parthenocissus tricuspidata",12351,943,"Vitaceae","","","","","","","","","","1",1,""
140,"Vitis","vinifera","","","L.","","L.","","Vitis vinifera L.","Vitis vinifera L.","Vitis vinifera L.","Vitis vinifera","Vitis vinifera",17648,950,"Vitaceae","","","","","","","","","","",1,""
141,"Euonymus","alatus","","","(Thunb.) Siebold","","(Thunb.) Siebold","","Euonymus alatus (Thunb.) Siebold","Euonymus alatus (Thunb.) Siebold","Euonymus alatus (Thunb.) Siebold","Euonymus alatus","Euonymus alatus",6612,958,"Celastraceae","","","","","","","1","","","1",1,""
142,"Euonymus","japonicus","","","Thunb.","","Thunb.","","Euonymus japonicus Thunb.","Euonymus japonicus Thunb.","Euonymus japonicus Thunb.","Euonymus japonicus","Euonymus japonicus",6668,969,"Celastraceae","","","","","","","1","Ⅰ","","1",1,""
143,"Elaeocarpus","sylvestris","var.","ellipticus","(Lour.) Poir.","(Thunb.) H.Hara","(Thunb.) H.Hara","","Elaeocarpus sylvestris (Lour.) Poir. var. ellipticus (Thunb.) H. Hara","Elaeocarpus sylvestris var. ellipticus (Thunb.) H.Hara","Elaeocarpus sylvestris var. ellipticus (Thunb.) H.Hara","Elaeocarpus sylvestris var. ellipticus","Elaeocarpus sylvestris var. ellipticus",6205,982,"Elaeocarpaceae","","EN","","","","NT","1","Ⅳ","","1",1,""
144,"Oxalis","acetosella","var.","rosea","L.","Peterm.","Peterm.","","Oxalis acetosella L. var. rosea Peterm.","Oxalis acetosella var. rosea Peterm.","Oxalis acetosella var. rosea Peterm.","Oxalis acetosella var. rosea","Oxalis acetosella var. rosea",12123,985,"Oxalidaceae","","","","","","","","","","",1,""
145,"Oxalis","bowiei","","","W.T.Aiton ex G.Don","","W.T.Aiton ex G.Don","","Oxalis bowiei W. T. Aiton ex G. Don","Oxalis bowiei W.T.Aiton ex G.Don","Oxalis bowiei W.T.Aiton ex G.Don","Oxalis bowiei","Oxalis bowiei",20219,987,"Oxalidaceae","","","PIP (CAP)","","","","","","","",1,""
146,"Oxalis","corniculata","","","L.","","L.","","Oxalis corniculata L.","Oxalis corniculata L.","Oxalis corniculata L.","Oxalis corniculata","Oxalis corniculata",12127,988,"Oxalidaceae","","","Arc.","","","","","","","",1,"1"
147,"Oxalis","triangularis","subsp.","papilionacea","A.St.-Hil.","(Hoffmanns. ex Zucc.) Lourteig","(Hoffmanns. ex Zucc.) Lourteig","","Oxalis triangularis A. St.-Hil. subsp. papilionacea (Hoffmanns. ex Zucc.) Lourteig","Oxalis triangularis subsp. papilionacea (Hoffmanns. ex Zucc.) Lourteig","Oxalis triangularis subsp. papilionacea (Hoffmanns. ex Zucc.) Lourteig","Oxalis triangularis subsp. papilionacea","Oxalis triangularis subsp. papilionacea",12139,993,"Oxalidaceae","","","","","","","","","","",1,""
148,"Euphorbia","hypericifolia","","","L.","","L.","","Euphorbia hypericifolia L.","Euphorbia hypericifolia L.","Euphorbia hypericifolia L.","Euphorbia hypericifolia","Euphorbia hypericifolia",6739,1009,"Euphorbiaceae","","","IAP (NP)","","","","","","","",1,"1"
149,"Euphorbia","marginata","","","Pursh","","Pursh","","Euphorbia marginata Pursh","Euphorbia marginata Pursh","Euphorbia marginata Pursh","Euphorbia marginata","Euphorbia marginata",6750,1015,"Euphorbiaceae","","","PIP (CAP)","","","","","","","",1,""
150,"Euphorbia","milii","","","Des Moul.","","Des Moul.","","Euphorbia milii Des Moul.","Euphorbia milii Des Moul.","Euphorbia milii Des Moul.","Euphorbia milii","Euphorbia milii",6753,1016,"Euphorbiaceae","","","","","","","","","","",1,""
151,"Euphorbia","pulcherrima","","","Willd. ex Klotzsch","","Willd. ex Klotzsch","","Euphorbia pulcherrima Willd. ex Klotzsch","Euphorbia pulcherrima Willd. ex Klotzsch","Euphorbia pulcherrima Willd. ex Klotzsch","Euphorbia pulcherrima","Euphorbia pulcherrima",6777,1022,"Euphorbiaceae","","","","","","","","","","",1,""
152,"Ricinus","communis","","","L.","","L.","","Ricinus communis L.","Ricinus communis L.","Ricinus communis L.","Ricinus communis","Ricinus communis",14779,1029,"Euphorbiaceae","","","PIP (CAP)","","","","","","","",1,""
