Page,Genus,SpecificEpithet,InfraspecificRank,InfraspecificName,Authority
664,Nicotiana,longiflora,,,Cav.
664,Nicotiana,sylvestris,,,Spegaz & Comes
664,Datura,metel,,,L.
664,Datura,meteloides,,,Dunal.
665,Datura,sanguinea,,,Ruiz. & Pav.
665,Datura,suaveolens ,,,Humb.& Bonpl.
665,Datura,arborea ,,,L.
665,Nierembergia,rivularis,,,Miers.
665,Nierembergia,gracilis,,,Hook.
665,Nierembergia,frutiescens,,,Dur.
665,Petunia,axillaris,,,BSP
665,Petunia,violacea,,,Lindl.
665,Petunia,hybrida,,,Vilm.
665,Salpiglossis,sinuata,,,Ruiz. & Pav.
667,Brunsfelsia ,calycina,,,Benth.
667,Brunsfelsia ,calycina,var.,eximia,Raffill
667,Brunsfelsia ,calycina,var.,floribunda,Raffill
667,Brunsfelsia ,latifolia,,,Benth.
667,Brunsfelsia ,americana,,,L.
667,Browallia,speciosa,,,Hook.
668,Browallia,americana,,,L.
668,Browallia,viscosa,,,HBK.
668,Streptosolen,jamesonii,,,Miers.
668,Schizanthus,pinnatus,,,Ruiz. & Pav.
669,Schizanthus,wisetonensis,,,Low.
669,Schizanthus,retusus,,,Hook.
669,Schizanthus,gragami,,,Gill.
671,Veronica,repens,,,DC.
671,Veronica,pectinata,,,L.
671,Veronica,teucrium,,,L.
671,Veronica,gentianoides,,,Vahl.
671,Veronica,incana,,,L.
671,Veronica,longifolia,,,L.
671,Veronica,longifolia,var.,subsessilis ,Miq.
671,Veronica,longifolia,var.,spicata,L.
671,Veronica,spuria,,,L.
671,Veronica,hulkeana,,,F.Muell.
671,Veronica,cupressoides,,,Hook.f.
671,Veronica,speciosa,,,R.Cunn.
672,Veronica,andersonii,,,Lindl. & Paxt.
672,Veronica,salicifolia,,,Forst.
672,Veronica,buxifolia,,,Benth.
672,Veronica,amplexicaulis,,,Armstr.
672,Veronica,elliptica,,,Forst.
672,Veronica,traversii,,,Hook.f.
672,Rehmannia,angulata,,,Hemsl.
672,Rehmannia,angulata,var.,tigrina,Hort.
672,Rehmannia,angulata,var.,tricolor,Hort.
673,Digitalis,lanata,,,Ehrh.
673,Digitalis,ambrigua,,,Murr.
673,Digitalis,purpurea,,,L.
673,Digitalis,purpurea,var.,gloxinaeflora,Vilm.
673,Digitalis,purpurea,var.,campanulata,Vilm.
673,Isoplexis,canariensis,,,Steud.
673,Isoplexis,sceptrum,,,Steud.
673,Hebenstretia,comosa,,,Hochst.
674,Verbascum,phoenicum,,,L.
674,Verbascum,olympicum,,,Boiss.
674,Verbascum,thapsiforme,,,Schrad.
674,Verbascum,longifolium,,,Ten.
674,Verbascum,longifolium,var.,pannosum,Hort.
674,Celsia,cretica,,,L.f.
674,Celsia,arcturus,,,Jacq.
675,Antirrhinum,majus,,,L.
675,Antirrhinum,maurandioides,,,Gray.
675,Antirrhinum,barclaiana,,,Lindl.
675,Antirrhinum,lophospermum,,,Bailey
675,Linaria,macedonica,,,Griseb.
675,Linaria,reticulata,,,Desf.
675,Linaria,bipartita,,,Willd.
675,Linaria,maroccana,,,Hook.f.
676,Cymbalaria,muralis,,,"Gaertn., Mey.& Scherb."
676,Cymbalaria,hepaticaefolia,,,Wettst.
676,Cymbalaria,pilosa,,,Bailey
676,Nemesia,strumosa,,,Benth.
676,Nemesia,strumosa,var.,Suttonii,Hort.
676,Nemesia,versicolor,,,E.Mey
676,Paulownia,tomentosa,,,Steud.
677,Phygelius,capensis,,,E.Mey
677,Russelia,equisetiformis,,,Schlecht. & Cham.
677,Collinsia,bicolor,,,Benth.
677,Collinsia,verna,,,Nutt.
677,Collinsia,grandiflora,,,Lindl.
678,Penstemon,antirrhinoides,,,Benth.
678,Penstemon,barbatus,,,Roth.
678,Penstemon,torreyi,,,Benth.
678,Penstemon,cordifolius,,,Benth.
678,Penstemon,centranthifolius,,,Benth.
678,Penstemon,hartwegii,,,Benth.
678,Penstemon,gloxinoides,,,Hort.
678,Penstemon,grandiflorus,,,Nutt.
678,Penstemon,cyananthus,,,Hook.
679,Penstemon,alpinus,,,Torr.
679,Penstemon,glaber,,,Pursh.
679,Penstemon,heterophyllus,,,Lindl.
679,Penstemon,cobaea,,,Nutt.
679,Penstemon,spectabilis,,,Thunb.
679,Penstemon,calycosus,,,Small.
679,Penstemon,digitalis,,,Nutt.
679,Penstemon,campanulatus,,,Willd.
679,Penstemon,hirsutus,,,Willd.
679,Penstemon,ovatus,,,Dougl.
679,Penstemon,smallii,,,Heller
679,Penstemon,diffusus,,,Dougl.
680,Chelone,lyoni,,,Pursh.
680,Chelone,glabra,,,L.
680,Zaluzianskya,capensis,,,Walp.
680,Zaluzianskya,villosa,,,Schmidt.
680,Mazus,japonicus,,,Kuntze
681,Mimulus,aurantiacus,,,Wm.Curtis
681,Mimulus,puniceus,,,Steud.
681,Mimulus,longiflorus,,,Grant.
681,Mimulus,leptanthus,,,Grant.
681,Mimulus,moschatus,,,Dougl.
681,Mimulus,brevipes,,,Benth.
681,Mimulus,cardinalis,,,Dougl.
681,Mimulus,fremonti,,,Gray.
681,Mimulus,luteus,,,L.
681,Mimulus,luteus,var.,rivularis,Lindl.
681,Mimulus,luteus,var.,youngeana ,Hook.
681,Mimulus,luteus,var.,variegatus,Hook.
681,Mimulus,cupreus,,,Dombrain
681,Mimulus,guttatus,,,DC.
682,Torenia,fournieri,,,Lindl.
682,Torenia,asiatica,,,L.
682,Torenia,flava,,,Buch.-Ham.
682,Diascia,barberae,,,Hook.f.
682,Alonsoa,linearis,,,Ruiz. & Pav.
682,Alonsoa,acutifolia,,,Ruiz. & Pav.
682,Alonsoa,incisifolia,,,Ruiz. & Pav.
682,Alonsoa,warscewiczii,,,Regel.
683,Angelonia,grandiflora,,,C.Morr.
683,Calceolaria,scabiosaefolia,,,Roem. & Schult.
683,Calceolaria,chelidoniodes,,,HBK.
683,Calceolaria,crenatiflora,,,Cav.
683,Calceolaria,integrifolia,,,L.
683,Calceolaria,integrifolia,var.,angustifolia,Lindl.
686,Bignonia,capreolata,,,L.
686,Doxantha,unguis-cati,,,Rehd.
686,Pithecoctenium,cynanchoides,,,DC.
686,Pyrostegia ,venusta,,,Baill.
687,Phaedranthus,buccinatorius,,,Miers.
687,Clytostoma,callistegioides,,,Bur.& Schum.
687,Tecomaria,capensis,,,Seem.
687,Campsis,radicans,,,Seem.
687,Campsis,chinensis,,,Voss.
688,Pandorea,australis,,,Spach.
688,Pandorea,jasminoides,,,Shumann
688,Pandorea,ricasoliana,,,Baill.
688,Eccremocarpus,scaber,,,Ruiz. & Pav.
688,Crescentia,cujete,,,L.
689,Incarvillea,delavayi,,,Bur.& Franch.
689,Incarvillea,variabilis,,,Batalin
689,Catalpa,ovata,,,Don.
689,Catalpa,bignonioides,,,Walt.
690,Catalpa,hybrida,,,Spaeth.
690,Catalpa,speciosa,,,Warder
690,Chilopsis,linearis,,,DC.
690,Spathodea,campanulata,,,Beauv.
690,Oroxylon,indicum,,,Vent.
691,Jacaranda,ovalifolia,,,R.Br.
691,Jacaranda,cuspidifolia,,,Mart.
691,Tecomaria,stans,,,Juss.
691,Tecomaria,smithii,,,W.Wats.
692,Sesamum,orientale,,,L.
692,Proboscidea,louisiana,,,Woot.& Stand.
693,Corytholoma,cardinalis,,,Fritsch
693,Isoloma,amabile,,,Mott.
693,Isoloma,hirsuta,,,Regel.
694,Sinningia,speciosa,,,Benth.& Hook.
694,Achimenes,longiflora,,,DC.
694,Achimenes,grandiflora,,,DC.
695,Naegelia,cinnabarina,,,Lind.
695,Naegelia,zebrina,,,Regel.
695,Naegelia,multiflora,,,Hook.
695,Episcia,cupreata,,,Hanst.
695,Alloplectus ,schlimii,,,Planch. & Lindl.
695,Trichosporum,pulchrum,,,Blume
695,Trichosporum,lobbianum,,,Kuntze
695,Streptocarpus,kewensis,,,Hort.
696,Saintpaulia,ionantha,,,Wendl.
697,Saintpaulia,kewensis,,,C.B.Clarke
697,Globularia,trichsantha,,,Fisch.& Mey
698,Acanthus,montanus,,,T.Anders.
698,Acanthus,mollis,,,L.
698,Acanthus,mollis,var.,latifolius,Vilm.
699,Thunbergia,erecta,,,T.Anders.
699,Thunbergia,gibsoni,,,S.Moore.
699,Thunbergia,alata,,,Bojer.
699,Thunbergia,grandiflora,,,Roxb.
699,Thunbergia,laurifolia,,,Lindl.
699,Thunbergia,coccinea,,,Wall.
700,Thunbergia,fragrans,,,Roxb.
700,Eranthemum,nervosum,,,R.Br.
700,Strobilanthes,isophyllus,,,T.Anders.
700,Strobilanthes,dyerianus,,,Mast.
701,Ruellia,macrantha,,,Mart.
701,Ruellia,devosiana,,,Morr.
701,Ruellia,amoena,,,Nees.
701,Ruellia,formosa,,,Andr.
701,Ruellia,nudiflora,,,Urban.
701,Ruellia,malacosperma,,,Greenm.
702,Sanchezia,nobilis,,,Hook.f.
702,Odontonema,strictum,,,Kuntze
702,Pseuderanthemum,bicolor,,,Radlk.
702,Pseuderanthemum,atropurpureum,,,Bailey
703,Pseuderanthemum,reticulatum,,,Radlk.
703,Barleria,cristata,,,L.
703,Crossandra,infundibuliformis,,,Nees.
703,Mackaya,bella,,,Harv.
704,Aphelandra,squarrosa,,,Nees.
704,Aphelandra,aurantiaca,,,Lindl.
704,Aphelandra,tetragona,,,Nees.
704,Graptophyllum,pictum,,,Griff.
705,Schaueria,flavicoma,,,N.E.Br.
705,Fittonia,verschaffeltii,,,Coem.
705,Fittonia,verschaffeltii,var.,paercei,Nichols.
705,Fittonia,verschaffeltii,var.,argyroneura,Nichols.
705,Fittonia,gigantea,,,Lindl.
705,Justicia,secunda,,,Vahl.
706,Beloperone,guttata,,,Brandegee.
706,Jacobinia,aurea,,,Hemsl.
706,Jacobinia,carnea,,,Nichols.
706,Jacobinia,pohliana,,,Lindau.
706,Jacobinia,obtusior,,,Bailey
706,Jacobinia,velutina,,,Voss.
706,Jacobinia,ghiesberghtiana,,,Nichols.
707,Jacobinia,spicigera,,,Bailey
707,Jacobinia,pauciflora,,,Lindau.
707,Jacobinia,penrhoziensis,,,Bailey
707,Pachystachys,coccinea,,,Nees.
707,Peristrophe,angustifolia ,,,Nees.
707,Peristrophe,speciosa,,,Nees.
708,Myoporum,sandwicense,,,Gray.
708,Myoporum,acuminatum,,,R.Br.
708,Myoporum,laetum,,,Forst.f.
708,Bontia,daphnoides,,,L.
709,Rubia,tinctorium,,,L.
710,Galium,verum,,,L.
710,Galium,boreale,,,L.
710,Galium,mollugo,,,L.
710,Asperula,odorata,,,L.
710,Asperula,hexaphylla,,,All.
710,Asperula,orientalis,,,Boiss.& Hohen.
710,Crucianella,stylosa,,,Trin.
711,Nertera,depressa,,,Banks & Soland
711,Cephalanthus,occidentalis,,,L.
711,Ixora,chinensis,,,Lam.
711,Ixora,coccinea,,,L.
711,Ixora,fulgens,,,Roxb.
711,Ixora,congesta,,,Roxb.
712,Ixora,lutea,,,Hutchinson
712,Coffea,arabica,,,L.
712,Coprosma,baueri,,,Endl.
712,Serissa,foetida,,,Lam.
713,Manettia,bicolor,,,Paxt.
713,Manettia,iflata,,,Sprague
713,Bouvardia,ternifolia,,,Schecht.
713,Bouvardia,leiantha,,,Benth.
713,Bouvardia,humboldti,,,Hort.
713,Luculia,gratissima,,,Sweet.
714,Cinchona,officinalis,,,Hook.f.
714,Cinchona,officinalis,var.,condaminea,Bailey
714,Pentas,lanceolata,,,Schum.
714,Portlandia,platantha,,,Hook.
714,Rondeletia ,odorata,,,Jacq.
715,Rondeletia ,cordata,,,Benth.
715,Hoffmannia,discolor,,,Hemsl.
715,Hoffmannia,ghiesberghtii,,,Hemsl.
715,Hoffmannia,regalis,,,Hemsl.
715,Hamelia,patens,,,Jacq.
716,Gardenia,jasminoides,,,Ellis
716,Gardenia,jasminoides,var.,fortuniana,Lindl.
716,Genipa,americana,,,L.
716,Posoqueria,latifolia,,,Roem. & Schult.
717,Sambucus,nigra,,,L.
717,Sambucus,canadensis,,,L.
717,Sambucus,racemosa,,,L.
718,Viburnum,rhytidophyllum,,,Hemsl.
719,Viburnum,utile,,,Hemsl.
719,Viburnum,suspensum,,,Lindl.
719,Viburnum,macrocephalum,,,Fortune
719,Viburnum,odoratissimum,,,Ker.
719,Viburnum,tinus,,,L.
719,Viburnum,nudum,,,L.
719,Viburnum,cassinoides,,,L.
719,Viburnum,lentago,,,L.
719,Viburnum,prunifolium,,,L.
720,Viburnum,carlesii,,,Hemsl.
720,Viburnum,lantana,,,L.
720,Viburnum,alnifolium,,,Marsh.
720,Viburnum,tomentosum,,,Thunb.
720,Viburnum,japonicum,,,Spreng.
720,Viburnum,dilatatum,,,Thunb.
720,Viburnum,siboldi,,,Miq.
720,Viburnum,dentaum,,,L.
720,Viburnum,pubescens,,,Pursh.
721,Viburnum,molle,,,Michx.
721,Viburnum,affine,,,Bush
721,Viburnum,affine,var.,hypomalacum,Blake
721,Viburnum,acerifolium,,,L.
721,Viburnum,opulus,,,L.
721,Viburnum,opulus,var.,sterile,DC.
721,Viburnum,trilobum,,,Marsh.
721,Leycesteria,formosa,,,Wall.
722,Symphoricarpos,orbiculatus,,,Moench.
722,Symphoricarpos,occidentalis,,,Hook.
722,Symphoricarpos,albus,,,Blake
722,Symphoricarpos,acutus,,,Dipp.
723,Lonicera,spinosa,,,Jacq.
724,Lonicera,canadensis,,,Marsh.
724,Lonicera,pyrenaica,,,L.
724,Lonicera,caerulea,,,L.
724,Lonicera,pileata,,,Oliver
724,Lonicera,nitida,,,Wils.
724,Lonicera,involucrata,,,Banks
724,Lonicera,ledebourii,,,Esch.
724,Lonicera,standishii,,,Carr.
724,Lonicera,fragrantissima,,,Lindl.
725,Lonicera,tatarica,,,L.
725,Lonicera,tatarica,var.,latifolia,Loud.
725,Lonicera,amoena,,,Zabel
725,Lonicera,maacki,,,Maxim.
725,Lonicera,quinquelocularis,,,Hardw.
725,Lonicera,morrowi,,,Gray.
725,Lonicera,bella,,,Zabel
725,Lonicera,bella,var.,albida,Hort.
725,Lonicera,notha,,,Zabel
725,Lonicera,ruprechtiana,,,Regel.
726,Lonicera,xylosteum,,,L.
726,Lonicera,xylosteoides,,,Tausch.
726,Lonicera,chrysantha,,,Turcz.
726,Lonicera,japonica,,,Thunb.
726,Lonicera,japonica,var.,halliana,Nichols.
726,Lonicera,japonica,var.,flexuosa,Arb.Kew.
727,Lonicera,flava,,,Sims.
727,Lonicera,caprifolium,,,L.
727,Lonicera,americana,,,Koch.
727,Lonicera,heckrottii,,,Rehd.
727,Lonicera,etrusca,,,Santi
727,Lonicera,perichlymenum,,,L.
727,Lonicera,perichlymenum,var.,belgica,Ait.
727,Lonicera,perichlymenum,var.,aurea,Lindl.& André
728,Abelia,grandiflora,,,Rehd.
728,Abelia,chinensis,,,R.Br.
728,Abelia,floribunda,,,Decne.
728,Diervilla,lonicera,,,Mill.
728,Diervilla,sessilifolia,,,Buckl.
728,Diervilla,florida,,,Sieb. & Zucc.
729,Diervilla,praecox,,,Lemoine
729,Diervilla,coraeensis,,,DC.
729,Diervilla,floribunda,,,Sieb. & Zucc.
729,Diervilla,japonica,,,DC.
729,Diervilla,japonica,var.,hortensis,Rehd.
729,Diervilla,hybrida,,,Dipp.
730,Valeriana,officinalis,,,L.
730,Valeriana,phu,,,L.
730,Valeriana,phu,var.,aurea,Hort.
730,Centranthus,ruber,,,DC.
730,Centranthus,macrosiphon,,,Boiss.
731,Valerianella,locusta,var.,olitoria,L.
731,Valerianella,eriocarpa,,,Desv.
731,Fedia,cornucopiae,,,DC.
732,Dipsacus,fullonum,,,L.
732,Scabiosa,atropurpurea,,,L.
732,Scabiosa,japonica,,,Miq.
732,Scabiosa,caucasica,,,Bieb.
732,Cephalaria,alpina,,,Schrad.
732,Cephalaria,tatarica,,,Schrad.
733,Morina,longifolia,,,Wall.
734,Cucurbita,pepo,,,L.
734,Cucurbita,pepo,var.,condensa,Bailey
734,Cucurbita,pepo,var.,ovifera,Bailey
734,Cucurbita,moschata,,,Duchesne
734,Cucurbita,maxima,,,Duchesne
734,Cucurbita,ficifolia ,,,Bouché
734,Sicana,odorifera,,,Naud.
735,Luffa,cylindrica,,,Roem.
735,Luffa,acutangula,,,Roxb.
735,Benincasa,hispida,,,Cogn.
735,Lagenaria,leucantha,,,Rusby
736,Citrullus,vulgaris,,,Schrad.
736,Cucumis,anguria,,,L.
736,Cucumis,dipsaceus,,,Ehrh.
736,Cucumis,sativus,,,L.
736,Cucumis,sativus,var.,anglicus,Bailey
736,Cucumis,melo,,,L.
736,Cucumis,melo,var.,reticulatus,Naud.
736,Cucumis,melo,var.,cantalupensis,Naud.
737,Cucumis,melo,var.,inodorus,Naud.
737,Cucumis,melo,var.,flexuosus,Naud.
737,Cucumis,melo,var.,conomon,Makino
737,Cucumis,melo,var.,chito,Naud.
737,Cucumis,melo,var.,dudaim,Naud.
737,Sechium,edule,,,Sw.
737,Coccinia,cordifolia,,,Cogn.
738,Trichosanthes,anguina,,,L.
738,Momordica,balsamina,,,L.
738,Momordica,charantia,,,L.
738,Abobra,tenuifolia,,,Cogn.
739,Cyclanthera,pedata,,,Schrad.
739,Echinocystis,lobata,,,Torr.& Gray.
739,Bryonia,dioica,,,L.
739,Melothria,scabra,,,Naud.
740,Ecballium,elaterium,,,A.Rich.
740,Phyteuma,scheuchzeri,,,All.
740,Wahlenbergia ,gracilis,,,Schrad.
741,Campanula,macroctyla,,,Boiss.& Heldr.
741,Campanula,alliariaefolia,,,Willd.
742,Campanula,punctata,,,Lam.
742,Campanula,longestyla,,,Fomine
742,Campanula,vidalii,,,H.C.Wats.
742,Campanula,trachelium,,,L.
742,Campanula,rapunculoides,,,L.
742,Campanula,rhomboidalis,,,L.
742,Campanula,rotundifolia,,,L.
742,Campanula,rotundifolia,var.,soldanellaeflora,Nichols.
742,Campanula,medium,,,L.
743,Campanula,medium,var.,calycanthema,Nichols.
743,Campanula,rapunculus,,,L.
743,Campanula,persicifolia,,,L.
743,Campanula,latiloba,,,A.DC.
743,Campanula,pyramidalis,,,L.
743,Campanula,carpatica,,,Jacq.
743,Campanula,carpatica,var.,turbinata,Nichols.
743,Campanula,glomerata,,,L.
744,Campanula,latifolia,,,L.
744,Campanula,latifolia,var.,macrantha,Sims.
744,Campanula,lactiflora,,,Bieb.
744,Campanula,portenschlagiana,,,Roem. & Schult.
744,Campanula,garganica,,,Ten.
744,Campanula,isophylla,,,Morett.
744,Campanula,ramosissima,,,Sibth.& Sm.
744,Campanula,drabifolia,,,Sibth.& Sm.
744,Adenophora,lilifolia,,,Ledeb.
744,Adenophora,potanini,,,Korsh.
745,Symphyandra,hofmanni,,,Pant.
745,Specularia,speculum-veneris,,,Caruel
745,Platycodon,grandiflorum,,,A.DC.
745,Platycodon,grandiflorum,var.,mariesii,Nichols.
745,Platycodon,grandiflorum,var.,japonicum,Dreer.
746,Lobelia,erinus,,,L.
746,Lobelia,gracilis,,,Andr.
746,Lobelia,heterophylla,,,Labill.
746,Lobelia,tenuior,,,R.Br.
746,Lobelia,cardinalis,,,L.
747,Lobelia,fulgens,,,Willd.
747,Lobelia,syphilitica,,,L.
747,Lobelia,gerardii,,,Hort.
747,Lobelia,laxiflora,,,HBK.
747,Lobelia,laxiflora,var.,angustifolia,DC.
747,Downingia,elegans,,,Torr.
747,Downingia,pulchella,,,Torr.
748,Centropogon ,lucyanus,,,Houll.
754,Cichorium,intybus,,,L.
755,Catananche,caerulea,,,L.
755,Scolymus,hispanicus,,,L.
755,Scorzonera,hispanica,,,L.
755,Tragopogon,prrifolius,,,L.
756,Taraxacum,officinale,,,Weber
756,Lactuca,sativa,,,L.
756,Lactuca,sativa,var.,crispa,L.
756,Lactuca,sativa,var.,capitata,L.
756,Lactuca,sativa,var.,longifolia,Lam.
756,Lactuca,sativa,var.,angustana,Irish
756,Hieracium,aurantiacum,,,L.
756,Hieracium,villosum,,,L.
757,Crepis,rubra,,,L.
757,Gerbera,jamesoni,,,Bolus.
757,Achillea,millefolium,,,L.
757,Achillea,ptarmica,,,L.
757,Achillea,tomentosa,,,L.
757,Achillea,filipendulina,,,Lam.
757,Achillea,ageratum,,,L.
758,Chrysanthemum,carinatum,,,L.
759,Chrysanthemum,coronarium,,,L.
759,Chrysanthemum,coronarium,var.,spatiosum,Bailey
759,Chrysanthemum,segetum,,,L.
759,Chrysanthemum,morifolium,,,Ram.
759,Chrysanthemum,corymbosum,,,L.
759,Chrysanthemum,parthenium,,,Pers.
759,Chrysanthemum,arcticum,,,L.
759,Chrysanthemum,coccinieum,,,Willd.
760,Chrysanthemum,frutescens ,,,L.
760,Chrysanthemum,anethifolium,,,Brouss.
760,Chrysanthemum,cinerariaefolium,,,Vis.
760,Chrysanthemum,leucanthemum,,,L.
760,Chrysanthemum,uliginosum,,,Pers.
760,Chrysanthemum,maximum,,,Ram.
760,Chrysanthemum,lacustre,,,Brot.
760,Chrysanthemum,balsamita,,,L.
761,Matricaria,parthenoides,,,Desf.
761,Matricaria,inodora,,,L.
761,Matricaria,chamomilla,,,L.
761,Anthemis,tinctroria,,,L.
761,Anthemis,kelwayi,,,Hort.
761,Anthemis,nobilis,,,L.
761,Tanacetum,vulgare,,,L.
762,Artemisia,dracunculus,,,L.
762,Artemisia,purshiana,,,Bess.
762,Artemisia,abortanum,,,L.
762,Artemisia,lactiflora,,,Wall.
762,Artemisia,pontica,,,L.
762,Artemisia,sacrorum,,,Ledeb.
762,Artemisia,absinthium,,,L.
762,Artemisia,stelleriana,,,Bess.
763,Artemisia,vulgaris,,,L.
763,Santolina,chamaecyparissus,,,L.
763,Echinacea,purpurea,,,Moench.
763,Echinacea,angustifolia ,,,DC.
763,Madia,sativa,,,Molina
764,Layia,elegans,,,Torr.& Gray.
764,Layia,glandulosa,,,Hook.& Arn.
764,Leptosyne,douglasii,,,DC.
764,Leptosyne,stillmanii,,,Gray.
764,Leptosyne,maritima,,,Gray.
764,Leptosyne,calliopsidea,,,Gray.
765,Rudbeckia,amplexicaulis,,,Vahl.
765,Rudbeckia,maxima,,,Nutt.
765,Rudbeckia,nitida,,,Nutt.
765,Rudbeckia,laciniata,,,L.
765,Rudbeckia,laciniata,var.,hortensia,Bailey
765,Rudbeckia,subtomentosa,,,Pursh.
765,Rudbeckia,bicolor,,,Nutt.
766,Rudbeckia,speciosa,,,Wenderoth
766,Rudbeckia,hirta,,,L.
766,Rudbeckia,fulgida,,,Ait.
766,Helianthus,annuus,,,L.
766,Helianthus,argophyllus,,,Torr.& Gray.
766,Helianthus,debilis,,,Nutt.
767,Helianthus,orgyalis,,,DC.
767,Helianthus,scaberrimus,,,Ell.
767,Helianthus,atrorubens,,,L.
767,Helianthus,decapetalus,,,L.
767,Helianthus,giganteus,,,L.
767,Helianthus,maximiliani,,,Schrad.
767,Helianthus,tuberosus,,,L.
767,Helianthus,mollis,,,Lam.
767,Helianthus,laetiflorus,,,Pers.
768,Spilanthes,oleracea,,,L.
768,Zinnia,elegans,,,Jacq.
768,Zinnia,haageana,,,Regel.
768,Zinnia,multiflora,,,L.
768,Sanvitalia,procumbens,,,Lam.
769,Heliopsis,helianthoides,,,Sweet.
769,Heliopsis,scabra,,,Dunal.
769,Bidens,ferulaefolia,,,DC.
769,Cosmos,bipinnatus,,,Cav.
769,Cosmos,sulphureus,,,Cav.
769,Cosmos,diversifolius,,,Otto.
770,Dahlia,imperialis,,,Roezl.
770,Dahlia,excelsa,,,Benth.
770,Dahlia,marckii,,,Lehm.
770,Dahlia,pinnata,,,Cav.
771,Dahlia,coccinea,,,Cav.
771,Dahlia,juarezii,,,Hort.
771,Thelesperma,hybridum,,,Voss.
772,Coreopsis,cardaminefolia,,,Torr.& Gray.
772,Coreopsis,atkinsoniana,,,Dougl.
772,Coreopsis,tinctoria,,,Nutt.
772,Coreopsis,drummondii,,,Torr.& Gray.
772,Coreopsis,rosea,,,Nutt.
772,Coreopsis,coronarata,,,Hook.
772,Coreopsis,lanceolata,,,L.
772,Coreopsis,grandiflora,,,Nutt.
773,Coreopsis,pubescens,,,Ell.
773,Coreopsis,palmata,,,Nutt.
773,Coreopsis,major,,,Walt.
773,Coreopsis,verticillata,,,L.
773,Linosyris,vulgaris,,,Cass.
773,Callistephus,chinensis,,,Nees.
773,Bellis,perennis,,,L.
774,Felicia,amelloides,,,Voss.
774,Brachycome,iberidifolia,,,Benth.
774,Boltonia,asteroides,,,L'Her.
774,Boltonia,latisquama,,,Gray.
774,Charieis,heterophylla,,,Cass.
775,Calimeris,incisa,,,DC.
775,Aster,alpinus,,,L.
775,Aster,subcaeruleus,,,S.Moore.
775,Aster,tataricus,,,L.f.
775,Aster,acris,,,L.
775,Aster,amellus,,,L.
776,Aster,novae-angliae,,,L.
776,Aster,novae-belgii,,,L.
776,Aster,laevis,,,L.
776,Aster,trinervius,,,Roxb.
776,Vittadinia,australis,,,A.Rich.
777,Erigeron,speciosus,,,DC.
777,Erigeron,glabellus,,,Nutt.
777,Erigeron,glaucus,,,Ker.
777,Erigeron,aurantiacus,,,Regel.
777,Erigeron,coulteri,,,Porter.
777,Erigeron,Karvinskianus,,,DC.
777,Arctotis,stroechadifolia,,,Berg.
777,Venidium,decurrens,,,Less.
778,Gazania,rigens,,,R.Br.
778,Ursinia,pulchra,,,N.E.Br.
778,Tagetes,lucida,,,Cav.
778,Tagetes,signata,,,Bartl.
778,Tagetes,patula,,,L.
778,Tagetes,erecta,,,L.
779,Actinolepis,coronaria,,,Gray.
779,Polypteris,hookeriana,,,Gray.
779,Helenium,hoopesii,,,Gray.
779,Helenium,nudiflorum,,,Nutt.
779,Helenium,autumnale,,,L.
780,Gaillardia,amblyodon,,,Gay.
780,Gaillardia,pulchella,,,Foug.
780,Gaillardia,pulchella,var.,picta,Gray.
780,Gaillardia,aristata,,,Pursh.
780,Dimorphotheca ,annua,,,Less.
780,Dimorphotheca ,aurantiaca,,,DC.
780,Calendula,officinalis,,,L.
781,Gamolepis,tagetes,,,DC.
781,Othonna,crassifolia,,,Harv.
781,Doronicum ,plantagineum,,,L.
781,Doronicum ,clusii,,,Tausch.
781,Doronicum ,caucasicum,,,Bieb.
782,Doronicum ,austriacum,,,Jacq.
782,Emilia,flammea,,,Cass.
782,Ligularia,japonica,,,Less.
782,Ligularia,clivorum,,,Maxim.
782,Ligularia,veitchiana,,,Greenm.
782,Ligularia,kaempferi,,,Sieb. & Zucc.
783,Gynura,aurantiaca,,,DC.
783,Petasites,fragrans,,,Presl.
783,Senecio,mikanioides,,,Otto.
783,Senecio,scandens,,,Buch.-Ham.
784,Senecio,cineraria,,,DC.
784,Senecio,cruentus,,,DC.
784,Senecio,elegans,,,L.
784,Senecio,pulcher,,,Hook.& Arn.
784,Senecio,tanguticus,,,Maxim.
784,Senecio,jacobaea,,,L.
784,Senecio,petasitis,,,DC.
784,Senecio,heritieri,,,DC.
784,Senecio,succulentus,,,Schultes-Bip.
785,Leontopodium,alpinum,,,Cass.
785,Ammobium ,alatum,,,R.Br.
785,Helipterum,manglesii,,,Muell.
785,Helipterum,roseum,,,Benth.
785,Helipterum,humboldtianum,,,DC.
786,Helichrysum,bracteatum,,,Andr.
786,Helichrysum,petiolatum,,,DC.
786,Podolepis,aristata,,,Benth.
786,Inula,ensifolia,,,L.
787,Inula,oculus-christi,,,L.
787,Inula,helenium,,,L.
787,Inula,grandiflora,,,Willd.
787,Inula,glandulosa,,,Willd.
787,Inula,montana,,,L.
787,Piqueria,trinervia,,,Cav.
788,Eupatorium,lasseauxii,,,Carr.
788,Eupatorium,coelestinum,,,L.
788,Eupatorium,micranthum,,,Less.
788,Eupatorium,urticaefolium,,,Reichard
788,Eupatorium,riparium,,,Regel.
788,Eupatorium,aromaticum,,,L.
788,Eupatorium,vernale,,,Vatke & Kurtz.
788,Eupatorium,glandulosum,,,HBK.
